icd_class,icd_class_short,icd3,age_band,sex,deaths,age_band_label,age_band_order
XI,Пищеварение,K74,80_plus,жен,63,80+,17
XI,Пищеварение,K74,80_plus,муж,30,80+,17
XI,Пищеварение,K75,35_39,жен,1,35-39,8
XI,Пищеварение,K75,35_39,муж,1,35-39,8
XI,Пищеварение,K75,45_49,муж,1,45-49,10
XI,Пищеварение,K75,50_54,жен,1,50-54,11
XI,Пищеварение,K75,50_54,муж,1,50-54,11
XI,Пищеварение,K75,55_59,жен,1,55-59,12
XI,Пищеварение,K75,60_64,муж,3,60-64,13
XI,Пищеварение,K75,65_69,жен,3,65-69,14
XI,Пищеварение,K75,65_69,муж,2,65-69,14
XI,Пищеварение,K75,70_74,муж,5,70-74,15
XI,Пищеварение,K75,75_79,жен,2,75-79,16
XI,Пищеварение,K75,80_plus,жен,6,80+,17
XI,Пищеварение,K75,80_plus,муж,1,80+,17
XI,Пищеварение,K76,25_29,жен,1,25-29,6
XI,Пищеварение,K76,25_29,муж,2,25-29,6
XI,Пищеварение,K76,30_34,жен,2,30-34,7
XI,Пищеварение,K76,30_34,муж,10,30-34,7
XI,Пищеварение,K76,35_39,жен,10,35-39,8
XI,Пищеварение,K76,35_39,муж,16,35-39,8
XI,Пищеварение,K76,40_44,жен,17,40-44,9
XI,Пищеварение,K76,40_44,муж,29,40-44,9
XI,Пищеварение,K76,45_49,жен,9,45-49,10
XI,Пищеварение,K76,45_49,муж,34,45-49,10
XI,Пищеварение,K76,50_54,жен,10,50-54,11
XI,Пищеварение,K76,50_54,муж,32,50-54,11
XI,Пищеварение,K76,55_59,жен,19,55-59,12
XI,Пищеварение,K76,55_59,муж,37,55-59,12
XI,Пищеварение,K76,60_64,жен,15,60-64,13
XI,Пищеварение,K76,60_64,муж,35,60-64,13
XI,Пищеварение,K76,65_69,жен,7,65-69,14
XI,Пищеварение,K76,65_69,муж,17,65-69,14
XI,Пищеварение,K76,70_74,жен,8,70-74,15
XI,Пищеварение,K76,70_74,муж,6,70-74,15
XI,Пищеварение,K76,75_79,жен,5,75-79,16
XI,Пищеварение,K76,75_79,муж,4,75-79,16
XI,Пищеварение,K76,80_plus,жен,9,80+,17
XI,Пищеварение,K76,80_plus,муж,3,80+,17
XI,Пищеварение,K80,35_39,жен,1,35-39,8
XI,Пищеварение,K80,40_44,муж,3,40-44,9
XI,Пищеварение,K80,45_49,жен,1,45-49,10
XI,Пищеварение,K80,50_54,жен,2,50-54,11
XI,Пищеварение,K80,55_59,жен,2,55-59,12
XI,Пищеварение,K80,55_59,муж,3,55-59,12
XI,Пищеварение,K80,60_64,жен,8,60-64,13
XI,Пищеварение,K80,60_64,муж,2,60-64,13
XI,Пищеварение,K80,65_69,жен,12,65-69,14
XI,Пищеварение,K80,65_69,муж,16,65-69,14
XI,Пищеварение,K80,70_74,жен,21,70-74,15
XI,Пищеварение,K80,70_74,муж,10,70-74,15
XI,Пищеварение,K80,75_79,жен,22,75-79,16
XI,Пищеварение,K80,75_79,муж,13,75-79,16
XI,Пищеварение,K80,80_plus,жен,59,80+,17
XI,Пищеварение,K80,80_plus,муж,18,80+,17
XI,Пищеварение,K81,20_24,жен,1,20-24,5
XI,Пищеварение,K81,35_39,муж,1,35-39,8
XI,Пищеварение,K81,40_44,муж,1,40-44,9
XI,Пищеварение,K81,45_49,муж,1,45-49,10
XI,Пищеварение,K81,55_59,жен,1,55-59,12
XI,Пищеварение,K81,60_64,жен,1,60-64,13
XI,Пищеварение,K81,60_64,муж,2,60-64,13
XI,Пищеварение,K81,65_69,жен,5,65-69,14
XI,Пищеварение,K81,65_69,муж,8,65-69,14
XI,Пищеварение,K81,70_74,жен,1,70-74,15
XI,Пищеварение,K81,70_74,муж,4,70-74,15
XI,Пищеварение,K81,75_79,жен,4,75-79,16
XI,Пищеварение,K81,75_79,муж,5,75-79,16
XI,Пищеварение,K81,80_plus,жен,18,80+,17
XI,Пищеварение,K81,80_plus,муж,3,80+,17
XI,Пищеварение,K82,55_59,муж,3,55-59,12
XI,Пищеварение,K82,65_69,муж,1,65-69,14
XI,Пищеварение,K82,70_74,жен,1,70-74,15
XI,Пищеварение,K82,75_79,жен,2,75-79,16
XI,Пищеварение,K82,75_79,муж,1,75-79,16
XI,Пищеварение,K82,80_plus,жен,1,80+,17
XI,Пищеварение,K82,80_plus,муж,1,80+,17
XI,Пищеварение,K83,35_39,муж,1,35-39,8
XI,Пищеварение,K83,40_44,муж,1,40-44,9
XI,Пищеварение,K83,55_59,муж,1,55-59,12
XI,Пищеварение,K83,60_64,жен,2,60-64,13
XI,Пищеварение,K83,60_64,муж,3,60-64,13
XI,Пищеварение,K83,65_69,жен,2,65-69,14
XI,Пищеварение,K83,75_79,жен,1,75-79,16
XI,Пищеварение,K83,80_plus,жен,7,80+,17
XI,Пищеварение,K83,80_plus,муж,1,80+,17
XI,Пищеварение,K85,20_24,муж,2,20-24,5
XI,Пищеварение,K85,25_29,жен,2,25-29,6
XI,Пищеварение,K85,25_29,муж,10,25-29,6
XI,Пищеварение,K85,30_34,жен,7,30-34,7
XI,Пищеварение,K85,30_34,муж,27,30-34,7
XI,Пищеварение,K85,35_39,жен,11,35-39,8
XI,Пищеварение,K85,35_39,муж,44,35-39,8
XI,Пищеварение,K85,40_44,жен,11,40-44,9
XI,Пищеварение,K85,40_44,муж,51,40-44,9
XI,Пищеварение,K85,45_49,жен,30,45-49,10
XI,Пищеварение,K85,45_49,муж,65,45-49,10
XI,Пищеварение,K85,50_54,жен,23,50-54,11
XI,Пищеварение,K85,50_54,муж,89,50-54,11
XI,Пищеварение,K85,55_59,жен,38,55-59,12
XI,Пищеварение,K85,55_59,муж,76,55-59,12
XI,Пищеварение,K85,60_64,жен,40,60-64,13
XI,Пищеварение,K85,60_64,муж,95,60-64,13
XI,Пищеварение,K85,65_69,жен,51,65-69,14
XI,Пищеварение,K85,65_69,муж,85,65-69,14
XI,Пищеварение,K85,70_74,жен,39,70-74,15
XI,Пищеварение,K85,70_74,муж,58,70-74,15
XI,Пищеварение,K85,75_79,жен,23,75-79,16
XI,Пищеварение,K85,75_79,муж,26,75-79,16
XI,Пищеварение,K85,80_plus,жен,55,80+,17
XI,Пищеварение,K85,80_plus,муж,25,80+,17
XI,Пищеварение,K86,15_19,муж,1,15-19,4
XI,Пищеварение,K86,20_24,муж,2,20-24,5
XI,Пищеварение,K86,25_29,муж,1,25-29,6
XI,Пищеварение,K86,30_34,жен,2,30-34,7
XI,Пищеварение,K86,30_34,муж,5,30-34,7
XI,Пищеварение,K86,35_39,жен,8,35-39,8
XI,Пищеварение,K86,35_39,муж,17,35-39,8
XI,Пищеварение,K86,40_44,жен,4,40-44,9
XI,Пищеварение,K86,40_44,муж,23,40-44,9
XI,Пищеварение,K86,45_49,жен,9,45-49,10
XI,Пищеварение,K86,45_49,муж,18,45-49,10
XI,Пищеварение,K86,50_54,жен,6,50-54,11
XI,Пищеварение,K86,50_54,муж,28,50-54,11
XI,Пищеварение,K86,55_59,жен,5,55-59,12
XI,Пищеварение,K86,55_59,муж,29,55-59,12
XI,Пищеварение,K86,60_64,жен,17,60-64,13
XI,Пищеварение,K86,60_64,муж,17,60-64,13
XI,Пищеварение,K86,65_69,жен,11,65-69,14
XI,Пищеварение,K86,65_69,муж,21,65-69,14
XI,Пищеварение,K86,70_74,жен,11,70-74,15
XI,Пищеварение,K86,70_74,муж,17,70-74,15
XI,Пищеварение,K86,75_79,жен,13,75-79,16
XI,Пищеварение,K86,75_79,муж,5,75-79,16
XI,Пищеварение,K86,80_plus,жен,18,80+,17
XI,Пищеварение,K86,80_plus,муж,4,80+,17
XI,Пищеварение,K92,30_34,муж,1,30-34,7
XI,Пищеварение,K92,50_54,жен,1,50-54,11
XI,Пищеварение,K92,55_59,муж,1,55-59,12
XI,Пищеварение,K92,60_64,муж,1,60-64,13
XI,Пищеварение,K92,70_74,муж,2,70-74,15
XIX,Травмы и отравления,S00,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S00,50_54,жен,1,50-54,11
XIX,Травмы и отравления,S01,20_24,муж,2,20-24,5
XIX,Травмы и отравления,S01,25_29,муж,7,25-29,6
XIX,Травмы и отравления,S01,30_34,муж,1,30-34,7
XIX,Травмы и отравления,S01,35_39,жен,2,35-39,8
XIX,Травмы и отравления,S01,35_39,муж,2,35-39,8
XIX,Травмы и отравления,S01,40_44,жен,2,40-44,9
XIX,Травмы и отравления,S01,40_44,муж,6,40-44,9
XIX,Травмы и отравления,S01,45_49,муж,4,45-49,10
XIX,Травмы и отравления,S01,50_54,жен,2,50-54,11
XIX,Травмы и отравления,S01,50_54,муж,2,50-54,11
XIX,Травмы и отравления,S01,55_59,муж,1,55-59,12
XIX,Травмы и отравления,S01,60_64,муж,2,60-64,13
XIX,Травмы и отравления,S01,65_69,жен,1,65-69,14
XIX,Травмы и отравления,S01,65_69,муж,1,65-69,14
XIX,Травмы и отравления,S01,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S01,75_79,жен,1,75-79,16
XIX,Травмы и отравления,S01,80_plus,муж,1,80+,17
XIX,Травмы и отравления,S02,0,муж,1,0,0
XIX,Травмы и отравления,S02,10_14,жен,1,10-14,3
XIX,Травмы и отравления,S02,10_14,муж,3,10-14,3
XIX,Травмы и отравления,S02,15_19,жен,1,15-19,4
XIX,Травмы и отравления,S02,15_19,муж,11,15-19,4
XIX,Травмы и отравления,S02,1_4,муж,3,1-4,1
XIX,Травмы и отравления,S02,20_24,жен,3,20-24,5
XIX,Травмы и отравления,S02,20_24,муж,11,20-24,5
XIX,Травмы и отравления,S02,25_29,жен,4,25-29,6
XIX,Травмы и отравления,S02,25_29,муж,33,25-29,6
XIX,Травмы и отравления,S02,30_34,жен,2,30-34,7
XIX,Травмы и отравления,S02,30_34,муж,27,30-34,7
XIX,Травмы и отравления,S02,35_39,жен,5,35-39,8
XIX,Травмы и отравления,S02,35_39,муж,38,35-39,8
XIX,Травмы и отравления,S02,40_44,жен,3,40-44,9
XIX,Травмы и отравления,S02,40_44,муж,43,40-44,9
XIX,Травмы и отравления,S02,45_49,жен,1,45-49,10
XIX,Травмы и отравления,S02,45_49,муж,41,45-49,10
XIX,Травмы и отравления,S02,50_54,жен,2,50-54,11
XIX,Травмы и отравления,S02,50_54,муж,41,50-54,11
XIX,Травмы и отравления,S02,55_59,жен,4,55-59,12
XIX,Травмы и отравления,S02,55_59,муж,30,55-59,12
XIX,Травмы и отравления,S02,5_9,жен,1,5-9,2
XIX,Травмы и отравления,S02,60_64,жен,3,60-64,13
XIX,Травмы и отравления,S02,60_64,муж,21,60-64,13
XIX,Травмы и отравления,S02,65_69,жен,6,65-69,14
XIX,Травмы и отравления,S02,65_69,муж,17,65-69,14
XIX,Травмы и отравления,S02,70_74,жен,3,70-74,15
XIX,Травмы и отравления,S02,70_74,муж,8,70-74,15
XIX,Травмы и отравления,S02,75_79,жен,2,75-79,16
XIX,Травмы и отравления,S02,75_79,муж,10,75-79,16
XIX,Травмы и отравления,S02,80_plus,жен,6,80+,17
XIX,Травмы и отравления,S02,80_plus,муж,5,80+,17
XIX,Травмы и отравления,S05,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S06,0,жен,2,0,0
XIX,Травмы и отравления,S06,0,муж,2,0,0
XIX,Травмы и отравления,S06,10_14,муж,1,10-14,3
XIX,Травмы и отравления,S06,15_19,жен,4,15-19,4
XIX,Травмы и отравления,S06,15_19,муж,6,15-19,4
XIX,Травмы и отравления,S06,1_4,муж,1,1-4,1
XIX,Травмы и отравления,S06,20_24,жен,3,20-24,5
XIX,Травмы и отравления,S06,20_24,муж,26,20-24,5
XIX,Травмы и отравления,S06,25_29,жен,3,25-29,6
XIX,Травмы и отравления,S06,25_29,муж,31,25-29,6
XIX,Травмы и отравления,S06,30_34,жен,5,30-34,7
XIX,Травмы и отравления,S06,30_34,муж,43,30-34,7
XIX,Травмы и отравления,S06,35_39,жен,13,35-39,8
XIX,Травмы и отравления,S06,35_39,муж,71,35-39,8
XIX,Травмы и отравления,S06,40_44,жен,20,40-44,9
XIX,Травмы и отравления,S06,40_44,муж,85,40-44,9
XIX,Травмы и отравления,S06,45_49,жен,8,45-49,10
XIX,Травмы и отравления,S06,45_49,муж,86,45-49,10
XIX,Травмы и отравления,S06,50_54,жен,8,50-54,11
XIX,Травмы и отравления,S06,50_54,муж,60,50-54,11
XIX,Травмы и отравления,S06,55_59,жен,5,55-59,12
XIX,Травмы и отравления,S06,55_59,муж,57,55-59,12
XIX,Травмы и отравления,S06,60_64,жен,21,60-64,13
XIX,Травмы и отравления,S06,60_64,муж,51,60-64,13
XIX,Травмы и отравления,S06,65_69,жен,12,65-69,14
XIX,Травмы и отравления,S06,65_69,муж,29,65-69,14
XIX,Травмы и отравления,S06,70_74,жен,21,70-74,15
XIX,Травмы и отравления,S06,70_74,муж,20,70-74,15
XIX,Травмы и отравления,S06,75_79,жен,13,75-79,16
XIX,Травмы и отравления,S06,75_79,муж,8,75-79,16
XIX,Травмы и отравления,S06,80_plus,жен,34,80+,17
XIX,Травмы и отравления,S06,80_plus,муж,13,80+,17
XIX,Травмы и отравления,S07,15_19,муж,2,15-19,4
XIX,Травмы и отравления,S07,20_24,муж,6,20-24,5
XIX,Травмы и отравления,S07,25_29,муж,9,25-29,6
XIX,Травмы и отравления,S07,30_34,муж,10,30-34,7
XIX,Травмы и отравления,S07,35_39,муж,12,35-39,8
XIX,Травмы и отравления,S07,40_44,муж,11,40-44,9
XIX,Травмы и отравления,S07,45_49,жен,1,45-49,10
XIX,Травмы и отравления,S07,45_49,муж,7,45-49,10
XIX,Травмы и отравления,S07,50_54,муж,2,50-54,11
XIX,Травмы и отравления,S07,55_59,муж,2,55-59,12
XIX,Травмы и отравления,S07,60_64,муж,3,60-64,13
XIX,Травмы и отравления,S07,65_69,жен,1,65-69,14
XIX,Травмы и отравления,S07,70_74,муж,2,70-74,15
XIX,Травмы и отравления,S08,80_plus,муж,1,80+,17
XIX,Травмы и отравления,S09,25_29,муж,3,25-29,6
XIX,Травмы и отравления,S09,30_34,муж,1,30-34,7
XIX,Травмы и отравления,S09,35_39,жен,1,35-39,8
XIX,Травмы и отравления,S09,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S09,40_44,муж,1,40-44,9
XIX,Травмы и отравления,S09,45_49,муж,1,45-49,10
XIX,Травмы и отравления,S09,50_54,муж,2,50-54,11
XIX,Травмы и отравления,S09,55_59,муж,2,55-59,12
XIX,Травмы и отравления,S09,60_64,жен,1,60-64,13
XIX,Травмы и отравления,S09,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S09,65_69,муж,1,65-69,14
XIX,Травмы и отравления,S09,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S09,75_79,муж,1,75-79,16
XIX,Травмы и отравления,S09,80_plus,жен,1,80+,17
XIX,Травмы и отравления,S11,25_29,муж,1,25-29,6
XIX,Травмы и отравления,S11,30_34,муж,3,30-34,7
XIX,Травмы и отравления,S11,35_39,муж,5,35-39,8
XIX,Травмы и отравления,S11,40_44,муж,2,40-44,9
XIX,Травмы и отравления,S11,45_49,жен,1,45-49,10
XIX,Травмы и отравления,S11,45_49,муж,2,45-49,10
XIX,Травмы и отравления,S11,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S12,15_19,жен,1,15-19,4
XIX,Травмы и отравления,S12,25_29,муж,1,25-29,6
XIX,Травмы и отравления,S12,30_34,муж,1,30-34,7
XIX,Травмы и отравления,S12,40_44,муж,3,40-44,9
XIX,Травмы и отравления,S12,45_49,муж,4,45-49,10
XIX,Травмы и отравления,S12,50_54,муж,1,50-54,11
XIX,Травмы и отравления,S12,55_59,жен,2,55-59,12
XIX,Травмы и отравления,S12,5_9,жен,2,5-9,2
XIX,Травмы и отравления,S12,60_64,жен,2,60-64,13
XIX,Травмы и отравления,S12,60_64,муж,4,60-64,13
XIX,Травмы и отравления,S12,65_69,жен,1,65-69,14
XIX,Травмы и отравления,S12,65_69,муж,2,65-69,14
XIX,Травмы и отравления,S12,75_79,жен,1,75-79,16
XIX,Травмы и отравления,S12,75_79,муж,1,75-79,16
XIX,Травмы и отравления,S12,80_plus,жен,1,80+,17
XIX,Травмы и отравления,S13,35_39,жен,1,35-39,8
XIX,Травмы и отравления,S13,50_54,муж,1,50-54,11
XIX,Травмы и отравления,S13,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S13,70_74,жен,1,70-74,15
XIX,Травмы и отравления,S13,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S14,15_19,муж,1,15-19,4
XIX,Травмы и отравления,S14,20_24,муж,2,20-24,5
XIX,Травмы и отравления,S14,25_29,муж,1,25-29,6
XIX,Травмы и отравления,S14,30_34,жен,1,30-34,7
XIX,Травмы и отравления,S14,35_39,муж,2,35-39,8
XIX,Травмы и отравления,S14,40_44,жен,1,40-44,9
XIX,Травмы и отравления,S14,40_44,муж,1,40-44,9
XIX,Травмы и отравления,S14,55_59,муж,1,55-59,12
XIX,Травмы и отравления,S14,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S14,65_69,муж,1,65-69,14
XIX,Травмы и отравления,S14,75_79,муж,1,75-79,16
XIX,Травмы и отравления,S14,80_plus,муж,1,80+,17
XIX,Травмы и отравления,S15,20_24,муж,3,20-24,5
XIX,Травмы и отравления,S15,25_29,муж,3,25-29,6
XIX,Травмы и отравления,S15,30_34,муж,2,30-34,7
XIX,Травмы и отравления,S15,35_39,муж,6,35-39,8
XIX,Травмы и отравления,S15,40_44,муж,5,40-44,9
XIX,Травмы и отравления,S15,45_49,муж,7,45-49,10
