year,mo_key,mo_id,mo_name,age_band,population,icd_class,deaths,standard_weight,age_specific_rate_per100k,weighted_component
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,III,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,IV,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,V,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,VI,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,VIII,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,IX,1,0.08713748880114146,140.64697609001408,12.255624303958012
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,X,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XI,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XII,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XIII,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XIV,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XV,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XVI,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XVII,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XVIII,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XIX,5,0.08713748880114146,703.2348804500702,61.27812151979005
2016,александровск-сахалинский,368,Александровск-Сахалинский,40_44,711.0,XXII,0,0.08713748880114146,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,I,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,II,1,0.07913237880346417,137.7410468319559,10.899776694692035
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,III,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,IV,0,0.07913237880346417,0.0,0.0
