icd_class,icd_class_short,icd3,deaths,mean_age,median_age,male_deaths,working_age_deaths,top_description,class_deaths,share_within_class,male_share,working_age_share,deaths_2016,deaths_2017,deaths_2018,deaths_2019,deaths_2020,deaths_2021,deaths_2022,deaths_2023,deaths_2024,deaths_2025,rank_within_class
II,Новообразования,C69,15,66.0,68.0,9,4,Злокачественное новообразование сосудистой оболочки,11353,0.0013212366775301682,0.6,0.26666666666666666,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,54
II,Новообразования,D33,14,65.21428571428571,65.0,4,6,Доброкачественное новообразование головного мозга,11353,0.0012331542323614903,0.2857142857142857,0.42857142857142855,1.0,3.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,55
II,Новообразования,C08,13,67.61538461538461,68.0,8,3,"Злокачественное новообразование больших слюнных желез, выходящее за пределы одной и более вышеуказанных локализаций",11353,0.0011450717871928126,0.6153846153846154,0.23076923076923078,3.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,56
II,Новообразования,C31,13,57.53846153846154,55.0,8,9,"Злокачественное новообразование придаточных пазух, выходящее за пределы одной и более вышеуказанных локализаций",11353,0.0011450717871928126,0.6153846153846154,0.6923076923076923,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,57
II,Новообразования,C84,13,58.92307692307692,61.0,8,8,"Периферическая Т-клеточная лимфома, не классифицированная в других рубриках",11353,0.0011450717871928126,0.6153846153846154,0.6153846153846154,1.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,58
II,Новообразования,C40,12,53.083333333333336,57.0,6,7,Злокачественное новообразование длинных костей нижней конечности,11353,0.0010569893420241346,0.5,0.5833333333333334,4.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,59
II,Новообразования,C65,12,71.33333333333333,70.0,9,2,Злокачественное новообразование почечных лоханок,11353,0.0010569893420241346,0.75,0.16666666666666666,0.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,60
II,Новообразования,D47,12,66.08333333333333,65.0,7,4,Хроническая миелопролиферативная болезнь,11353,0.0010569893420241346,0.5833333333333334,0.3333333333333333,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,61
II,Новообразования,C09,11,61.63636363636363,65.0,8,4,"Злокачественное новообразование миндалины, выходящее за пределы одной и более вышеуказанных локализаций",11353,0.0009689068968554567,0.7272727272727273,0.36363636363636365,0.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,62
II,Новообразования,C81,11,59.72727272727273,66.0,8,5,(Классическая) лимфома Ходжкина [Hodgkin] с нодулярным склерозом,11353,0.0009689068968554567,0.7272727272727273,0.45454545454545453,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,63
II,Новообразования,C94,11,64.63636363636364,68.0,5,4,Острый моноцитарный лейкоз,11353,0.0009689068968554567,0.45454545454545453,0.36363636363636365,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,64
II,Новообразования,C95,11,71.81818181818181,71.0,1,2,Острый лейкоз неуточненного клеточного типа,11353,0.0009689068968554567,0.09090909090909091,0.18181818181818182,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,65
II,Новообразования,D45,11,75.0,75.0,8,1,Полицитемия истинная,11353,0.0009689068968554567,0.7272727272727273,0.09090909090909091,1.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,66
II,Новообразования,C00,10,64.7,65.5,9,4,"Злокачественное новообразование губы, выходящее за пределы одной и более вышеуказанных локализаций",11353,0.0008808244516867788,0.9,0.4,2.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,67
II,Новообразования,C06,10,62.7,65.0,6,4,Злокачественное новообразование слизистой оболочки щеки,11353,0.0008808244516867788,0.6,0.4,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,68
II,Новообразования,C33,10,65.8,67.5,7,3,Злокачественное новообразование трахеи,11353,0.0008808244516867788,0.7,0.3,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,69
II,Новообразования,C76,10,64.7,66.0,6,3,"Злокачественное новообразование других и неточно обозначенных локализаций, выходящее за пределы одной и более вышеуказанных локализаций",11353,0.0008808244516867788,0.6,0.3,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,70
II,Новообразования,C79,10,62.8,63.5,5,5,Вторичное злокачественное новообразование других уточненных локализаций,11353,0.0008808244516867788,0.5,0.5,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,71
II,Новообразования,C60,9,67.22222222222223,68.0,9,3,Злокачественное новообразование крайней плоти,11353,0.000792742006518101,1.0,0.3333333333333333,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,72
II,Новообразования,C66,9,68.0,68.0,4,3,Злокачественное новообразование мочеточника,11353,0.000792742006518101,0.4444444444444444,0.3333333333333333,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,73
II,Новообразования,C68,9,66.44444444444444,64.0,4,5,"Злокачественное новообразование мочевых органов, выходящее за пределы одной и более вышеуказанных локализаций",11353,0.000792742006518101,0.4444444444444444,0.5555555555555556,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,74
II,Новообразования,C77,9,62.22222222222222,61.0,7,5,Вторичное злокачественное новообразование лимфатических узлов головы и шеи,11353,0.000792742006518101,0.7777777777777778,0.5555555555555556,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,75
II,Новообразования,D35,9,61.0,65.0,4,4,Доброкачественное новообразование гипофиза,11353,0.000792742006518101,0.4444444444444444,0.4444444444444444,1.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,76
II,Новообразования,C82,8,69.5,73.5,5,2,Фолликулярная лимфома,11353,0.0007046595613494231,0.625,0.25,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,77
II,Новообразования,D37,8,70.125,71.0,3,3,Новообразование неопределенного поведения поджелудочной железы,11353,0.0007046595613494231,0.375,0.375,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,78
II,Новообразования,C11,7,50.142857142857146,50.0,6,7,"Злокачественное новообразование носоглотки, выходящее за пределы одной и более вышеуказанных локализаций",11353,0.0006165771161807451,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,79
II,Новообразования,C70,7,54.57142857142857,68.0,3,2,Злокачественное новообразование оболочек головного мозга,11353,0.0006165771161807451,0.42857142857142855,0.2857142857142857,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,80
II,Новообразования,C72,7,61.57142857142857,72.0,3,3,Злокачественное новообразование спинного мозга,11353,0.0006165771161807451,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,81
II,Новообразования,D25,7,60.285714285714285,62.0,0,4,Интрамуральная лейомиома матки,11353,0.0006165771161807451,0.0,0.5714285714285714,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,82
II,Новообразования,D42,7,75.28571428571429,77.0,3,1,Новообразование неопределенного поведения мозговых оболочек,11353,0.0006165771161807451,0.42857142857142855,0.14285714285714285,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,83
II,Новообразования,C30,6,60.833333333333336,66.0,3,3,Злокачественное новообразование полости носа,11353,0.0005284946710120673,0.5,0.5,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,84
II,Новообразования,C52,6,49.833333333333336,58.0,0,4,Злокачественное новообразование влагалища,11353,0.0005284946710120673,0.0,0.6666666666666666,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,85
II,Новообразования,C75,6,66.5,57.0,2,5,Злокачественное новообразование гипофиза,11353,0.0005284946710120673,0.3333333333333333,0.8333333333333334,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,86
II,Новообразования,D39,5,67.0,59.0,0,3,Новообразование неопределенного поведения яичника,11353,0.0004404122258433894,0.0,0.6,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,87
II,Новообразования,C12,4,65.0,70.5,4,1,Злокачественное новообразование грушевидного синуса,11353,0.00035232978067471153,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,88
II,Новообразования,D13,4,82.0,84.5,2,0,Доброкачественное новообразование двенадцатиперстной кишки,11353,0.00035232978067471153,0.5,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89
II,Новообразования,D48,4,77.75,79.5,0,1,Новообразование неопределенного поведения брюшины,11353,0.00035232978067471153,0.0,0.25,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90
II,Новообразования,C26,3,70.0,76.0,1,1,Злокачественное новообразование других органов пищеварения,11353,0.00026424733550603366,0.3333333333333333,0.3333333333333333,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91
II,Новообразования,C47,3,65.33333333333333,66.0,2,1,"Злокачественное новообразование периферических нервов верхней конечности, включая область плечевого пояса",11353,0.00026424733550603366,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,92
II,Новообразования,C63,3,72.66666666666667,73.0,3,0,Злокачественное новообразование мужских половых органов,11353,0.00026424733550603366,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93
II,Новообразования,D18,3,59.0,56.0,2,2,Гемангиома любой локализации,11353,0.00026424733550603366,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,94
II,Новообразования,D27,3,60.0,60.0,0,2,Доброкачественное новообразование яичника,11353,0.00026424733550603366,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,95
II,Новообразования,D38,3,67.66666666666667,66.0,3,1,Новообразование неопределенного поведения трахеи,11353,0.00026424733550603366,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,96
II,Новообразования,D41,3,79.66666666666667,79.0,1,0,Новообразование неопределенного или неизвестного характера почки,11353,0.00026424733550603366,0.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97
II,Новообразования,D44,3,49.666666666666664,59.0,1,2,Новообразование неопределенного поведения гипофиза,11353,0.00026424733550603366,0.3333333333333333,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98
II,Новообразования,C37,2,62.5,62.5,2,2,Злокачественное новообразование тимуса,11353,0.00017616489033735576,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99
II,Новообразования,C78,2,70.5,70.5,0,1,Вторичное злокачественное новообразование брюшины,11353,0.00017616489033735576,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100
II,Новообразования,C88,2,63.0,63.0,1,1,Макроглобулинемия Вальденстрема,11353,0.00017616489033735576,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101
II,Новообразования,C96,2,56.5,56.5,1,1,Злокачественное новообразование лимфоидной ткани,11353,0.00017616489033735576,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102
II,Новообразования,D12,2,77.0,77.0,2,0,Доброкачественное новообразование нисходящей ободочной кишки,11353,0.00017616489033735576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,103
II,Новообразования,D15,2,59.0,59.0,0,1,Доброкачественное новообразование сердца,11353,0.00017616489033735576,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104
II,Новообразования,D30,2,85.5,85.5,1,0,Доброкачественное новообразование мочевого пузыря,11353,0.00017616489033735576,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,105
II,Новообразования,C39,1,59.0,59.0,1,1,Злокачественное новообразование органов дыхания,11353,8.808244516867788e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106
II,Новообразования,C55,1,68.0,68.0,0,0,Злокачественное новообразование матки,11353,8.808244516867788e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,107
II,Новообразования,D10,1,71.0,71.0,0,0,Доброкачественное новообразование гортаноглотки,11353,8.808244516867788e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108
II,Новообразования,D16,1,68.0,68.0,0,0,Доброкачественное новообразование костей черепа,11353,8.808244516867788e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109
II,Новообразования,D17,1,74.0,74.0,1,0,Доброкачественное новообразование жировой ткани органов грудной клетки,11353,8.808244516867788e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110
II,Новообразования,D29,1,76.0,76.0,1,0,Доброкачественное новообразование предстательной железы,11353,8.808244516867788e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111
II,Новообразования,D36,1,69.0,69.0,0,0,Доброкачественное новообразование периферических нервов,11353,8.808244516867788e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112
II,Новообразования,D40,1,85.0,85.0,1,0,Новообразование неопределенного поведения предстательной железы,11353,8.808244516867788e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113
XIX,Травмы и отравления,T06,1848,39.691017316017316,39.0,1691,1749,Другие уточненные травмы с вовлечением нескольких областей тела,9054,0.20410868124585818,0.91504329004329,0.9464285714285714,76.0,72.0,78.0,67.0,85.0,54.0,77.0,238.0,535.0,566.0,1
XIX,Травмы и отравления,T71,1205,43.7045643153527,41.0,1034,1053,Асфиксия,9054,0.13309034680804063,0.8580912863070539,0.8738589211618257,139.0,161.0,145.0,135.0,116.0,126.0,140.0,85.0,83.0,75.0,2
XIX,Травмы и отравления,T51,905,50.4707182320442,50.0,694,779,Токсическое действие этанола,9054,0.09995582063176496,0.7668508287292818,0.8607734806629834,95.0,83.0,108.0,114.0,109.0,95.0,68.0,99.0,70.0,64.0,3
XIX,Травмы и отравления,S06,762,49.98950131233596,48.0,590,604,Травматическое субдуральное кровоизлияние,9054,0.08416169648774023,0.7742782152230971,0.7926509186351706,58.0,61.0,55.0,59.0,67.0,73.0,71.0,97.0,108.0,113.0,4
XIX,Травмы и отравления,S02,390,45.73076923076923,45.0,343,324,Перелом основания черепа,9054,0.043074884029158385,0.8794871794871795,0.8307692307692308,66.0,47.0,58.0,39.0,44.0,30.0,28.0,36.0,19.0,23.0,5
XIX,Травмы и отравления,T75,380,42.94195250659631,42.0,327,310,Утопление и несмертельное погружение в воду,9054,0.041970399823282524,0.8605263157894737,0.8157894736842105,42.0,44.0,50.0,38.0,33.0,42.0,23.0,37.0,34.0,37.0,6
XIX,Травмы и отравления,T65,336,46.74404761904762,46.0,273,302,Токсическое действие неуточненного вещества,9054,0.03711066931742876,0.8125,0.8988095238095238,31.0,27.0,46.0,53.0,46.0,71.0,33.0,13.0,11.0,5.0,7
XIX,Травмы и отравления,T17,335,57.364179104477614,60.0,244,190,Инородное тело в другом или нескольких отделах дыхательных путей,9054,0.03700022089684118,0.7283582089552239,0.5671641791044776,34.0,28.0,36.0,25.0,35.0,42.0,40.0,37.0,39.0,19.0,8
XIX,Травмы и отравления,T68,302,54.009966777408636,54.0,236,229,Гипотермия,9054,0.03335542301745085,0.7814569536423841,0.7582781456953642,34.0,46.0,41.0,26.0,39.0,29.0,20.0,19.0,29.0,19.0,9
XIX,Травмы и отравления,T58,285,49.319298245614036,50.0,217,225,Токсическое действие окиси углерода,9054,0.031477799867461895,0.7614035087719299,0.7894736842105263,42.0,36.0,29.0,29.0,29.0,20.0,33.0,25.0,21.0,21.0,10
XIX,Травмы и отравления,T04,237,37.41772151898734,37.0,236,237,Другие сочетания размозжений нескольких областей тела,9054,0.026176275679257788,0.9957805907172996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,45.0,77.0,110.0,11
XIX,Травмы и отравления,S27,193,41.604166666666664,41.0,178,181,Травма неуточненного органа грудной полости,9054,0.02131654517340402,0.9222797927461139,0.9378238341968912,16.0,13.0,6.0,5.0,2.0,8.0,5.0,51.0,26.0,61.0,12
XIX,Травмы и отравления,T40,144,38.201388888888886,38.0,130,143,Отравление другими синтетическими наркотиками,9054,0.015904572564612324,0.9027777777777778,0.9930555555555556,7.0,9.0,6.0,8.0,8.0,7.0,13.0,37.0,20.0,29.0,13
XIX,Травмы и отравления,T93,138,79.92028985507247,82.0,25,13,Последствия перелома бедра,9054,0.015241882041086813,0.18115942028985507,0.09420289855072464,0.0,0.0,4.0,26.0,34.0,48.0,22.0,3.0,0.0,1.0,14
XIX,Травмы и отравления,S72,110,79.65454545454546,81.0,30,8,Перелом шейки бедра,9054,0.012149326264634415,0.2727272727272727,0.07272727272727272,7.0,12.0,17.0,18.0,20.0,10.0,6.0,8.0,10.0,2.0,15
XIX,Травмы и отравления,S36,106,43.924528301886795,43.5,82,98,Травма печени или желчного пузыря,9054,0.011707532582284073,0.7735849056603774,0.9245283018867925,9.0,12.0,16.0,7.0,9.0,7.0,11.0,16.0,7.0,12.0,16
XIX,Травмы и отравления,S26,77,43.077922077922075,41.0,71,72,Травма сердца с кровоизлиянием в сердечную сумку [гемоперикард],9054,0.008504528385244091,0.922077922077922,0.935064935064935,15.0,11.0,7.0,10.0,11.0,6.0,6.0,6.0,3.0,2.0,17
XIX,Травмы и отравления,S21,72,45.208333333333336,42.5,67,63,Открытая рана передней стенки грудной клетки,9054,0.007952286282306162,0.9305555555555556,0.875,5.0,11.0,5.0,5.0,1.0,9.0,14.0,11.0,8.0,3.0,18
XIX,Травмы и отравления,T29,71,51.71830985915493,52.0,59,52,Термические ожоги нескольких областей тела с указанием хотя бы на один ожог третьей степени,9054,0.007841837861718578,0.8309859154929577,0.7323943661971831,11.0,13.0,6.0,2.0,7.0,6.0,10.0,5.0,7.0,4.0,19
XIX,Травмы и отравления,S07,68,38.86764705882353,38.0,66,64,Размозжение черепа,9054,0.007510492599955821,0.9705882352941176,0.9411764705882353,2.0,4.0,3.0,4.0,2.0,4.0,2.0,18.0,9.0,20.0,20
XIX,Травмы и отравления,S22,68,59.5735294117647,55.0,48,43,Множественные переломы ребер,9054,0.007510492599955821,0.7058823529411765,0.6323529411764706,7.0,7.0,6.0,10.0,5.0,7.0,8.0,8.0,7.0,3.0,21
XIX,Травмы и отравления,T07,67,40.343283582089555,39.0,52,57,Множественные травмы неуточненные,9054,0.007400044179368235,0.7761194029850746,0.8507462686567164,0.0,0.0,0.0,0.0,0.0,6.0,20.0,30.0,10.0,1.0,22
XIX,Травмы и отравления,T02,48,48.125,44.0,36,39,"Другие сочетания переломов, захватывающих несколько областей тела",9054,0.005301524188204109,0.75,0.8125,2.0,7.0,8.0,4.0,8.0,6.0,3.0,3.0,6.0,1.0,23
XIX,Травмы и отравления,T90,44,61.40909090909091,63.0,29,25,Последствия внутричерепной травмы,9054,0.0048597305058537665,0.6590909090909091,0.5681818181818182,2.0,2.0,9.0,8.0,7.0,12.0,2.0,0.0,1.0,1.0,24
XIX,Травмы и отравления,T54,42,66.83333333333333,65.5,23,20,Токсическое действие едких кислот и кислотоподобных веществ,9054,0.004638833664678595,0.5476190476190477,0.47619047619047616,7.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,25
XIX,Травмы и отравления,S25,40,43.35,42.0,31,38,Травма грудного отдела аорты,9054,0.004417936823503424,0.775,0.95,9.0,3.0,9.0,4.0,3.0,4.0,0.0,2.0,1.0,5.0,26
XIX,Травмы и отравления,T52,40,50.6,51.5,30,36,Токсическое действие кетонов,9054,0.004417936823503424,0.75,0.9,1.0,0.0,4.0,0.0,1.0,6.0,5.0,9.0,9.0,5.0,27
XIX,Травмы и отравления,S01,38,44.81578947368421,43.0,30,33,Открытая рана других областей головы,9054,0.004197039982328253,0.7894736842105263,0.868421052631579,2.0,1.0,3.0,1.0,0.0,2.0,13.0,9.0,4.0,3.0,28
XIX,Травмы и отравления,S29,37,48.24324324324324,48.0,31,32,Множественные травмы грудной клетки,9054,0.0040865915617406675,0.8378378378378378,0.8648648648648649,5.0,3.0,1.0,2.0,4.0,3.0,6.0,5.0,3.0,5.0,29
XIX,Травмы и отравления,S15,33,41.81818181818182,43.0,31,32,Травма нескольких кровеносных сосудов на уровне шеи,9054,0.003644797879390325,0.9393939393939394,0.9696969696969697,8.0,4.0,8.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,30
XIX,Травмы и отравления,T42,31,46.096774193548384,44.0,15,26,Отравление барбитуратами,9054,0.0034239010382151537,0.4838709677419355,0.8387096774193549,9.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,31
XIX,Травмы и отравления,T59,31,42.58064516129032,53.0,24,13,"Токсическое действие газов, дымов и паров неуточненных",9054,0.0034239010382151537,0.7741935483870968,0.41935483870967744,4.0,2.0,1.0,4.0,4.0,4.0,0.0,2.0,9.0,1.0,32
XIX,Травмы и отравления,S75,30,42.1,42.0,27,29,Травма нескольких кровеносных сосудов на уровне тазобедренного сустава и бедра,9054,0.0033134526176275677,0.9,0.9666666666666667,2.0,1.0,2.0,1.0,2.0,3.0,4.0,7.0,5.0,3.0,33
XIX,Травмы и отравления,T13,29,38.172413793103445,39.0,29,29,Травма неуточненного кровеносного сосуда нижней конечности на неуточненном уровне,9054,0.003203004197039982,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,17.0,3.0,34
XIX,Травмы и отравления,S12,27,51.77777777777778,58.0,17,19,Перелом других уточненных шейных позвонков,9054,0.002982107355864811,0.6296296296296297,0.7037037037037037,3.0,3.0,1.0,2.0,6.0,2.0,5.0,2.0,0.0,3.0,35
XIX,Травмы и отравления,T01,26,41.84615384615385,41.5,21,24,"Другие сочетания открытых ран, захватывающих несколько областей тела",9054,0.0028716589352772255,0.8076923076923077,0.9230769230769231,6.0,1.0,4.0,4.0,3.0,2.0,5.0,0.0,0.0,1.0,36
XIX,Травмы и отравления,T81,26,62.88461538461539,61.5,10,14,"Случайный прокол или разрыв при выполнении процедуры, не классифицированный в других рубриках",9054,0.0028716589352772255,0.38461538461538464,0.5384615384615384,1.0,2.0,1.0,3.0,6.0,4.0,1.0,2.0,5.0,1.0,37
XIX,Травмы и отравления,T69,23,57.391304347826086,57.0,16,17,Другие уточненные эффекты воздействия низкой температуры,9054,0.002540313673514469,0.6956521739130435,0.7391304347826086,0.0,3.0,5.0,4.0,0.0,4.0,1.0,3.0,3.0,0.0,38
XIX,Травмы и отравления,T31,21,41.666666666666664,40.0,16,17,Термический ожог 90% поверхности тела или более,9054,0.0023194168323392977,0.7619047619047619,0.8095238095238095,0.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,4.0,6.0,39
XIX,Травмы и отравления,T43,21,41.80952380952381,45.0,15,19,"Отравление психостимулирующими средствами, характеризующимися возможностью пристрастия к ним",9054,0.0023194168323392977,0.7142857142857143,0.9047619047619048,0.0,3.0,0.0,4.0,3.0,1.0,1.0,3.0,1.0,5.0,40
XIX,Травмы и отравления,S35,20,43.75,40.0,14,17,Травма чревной или брыжеечной артерии,9054,0.002208968411751712,0.7,0.85,3.0,3.0,1.0,3.0,0.0,2.0,0.0,4.0,1.0,3.0,41
XIX,Травмы и отравления,S09,18,51.388888888888886,52.5,15,14,Множественные травмы головы,9054,0.0019880715705765406,0.8333333333333334,0.7777777777777778,4.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,4.0,42
XIX,Травмы и отравления,S37,16,49.0625,50.0,12,15,Травма мочевого пузыря,9054,0.0017671747294013696,0.75,0.9375,1.0,0.0,4.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,43
XIX,Травмы и отравления,S11,15,39.86666666666667,38.0,14,15,Открытая рана других частей шеи,9054,0.0016567263088137839,0.9333333333333333,1.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,2.0,1.0,2.0,44
XIX,Травмы и отравления,S42,15,71.26666666666667,69.0,7,4,Перелом верхнего конца плечевой кости,9054,0.0016567263088137839,0.4666666666666667,0.26666666666666666,0.0,3.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,3.0,45
XIX,Травмы и отравления,S45,15,47.53333333333333,40.0,13,12,Травма плечевой артерии,9054,0.0016567263088137839,0.8666666666666667,0.8,2.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,2.0,1.0,46
XIX,Травмы и отравления,S55,15,48.93333333333333,47.0,15,13,Травма нескольких кровеносных сосудов на уровне предплечья,9054,0.0016567263088137839,1.0,0.8666666666666667,1.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,47
XIX,Травмы и отравления,S14,14,44.857142857142854,39.5,12,10,Другие и неуточненные повреждения шейного отдела спинного мозга,9054,0.0015462778882261983,0.8571428571428571,0.7142857142857143,4.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,48
XIX,Травмы и отравления,T34,14,60.142857142857146,65.5,13,7,Отморожение с некрозом тканей в области голеностопного сустава и стопы,9054,0.0015462778882261983,0.9285714285714286,0.5,0.0,2.0,3.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,49
XIX,Травмы и отравления,S31,13,41.92307692307692,42.0,13,13,Открытая рана брюшной стенки,9054,0.0014358294676386127,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,50
XIX,Травмы и отравления,T91,13,53.84615384615385,49.0,8,9,Последствия перелома позвоночника,9054,0.0014358294676386127,0.6153846153846154,0.6923076923076923,0.0,2.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,51
XIX,Травмы и отравления,S82,12,57.0,53.5,9,8,Множественные переломы голени,9054,0.0013253810470510272,0.75,0.6666666666666666,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,52
XIX,Травмы и отравления,S51,9,45.333333333333336,40.0,8,7,Открытая рана локтя,9054,0.0009940357852882703,0.8888888888888888,0.7777777777777778,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,53
XIX,Травмы и отравления,T21,9,62.22222222222222,65.0,5,4,Термический ожог туловища второй степени,9054,0.0009940357852882703,0.5555555555555556,0.4444444444444444,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,54
XIX,Травмы и отравления,T44,8,43.75,47.5,2,4,Отравление ингибиторами МАО,9054,0.0008835873647006848,0.25,0.5,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,55
XIX,Травмы и отравления,T46,8,62.875,71.0,1,4,Отравление блокаторами кальциевых каналов,9054,0.0008835873647006848,0.125,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,56
