year,sex,age_band,node_id,n,pgpzh75,premature,valid_age_n,age_sum
2018,M,15_49,d|K86,5,170.0,5,5,205.0
2018,M,15_49,d|L03,4,129.0,4,4,171.0
2018,M,15_49,d|N03,2,62.0,2,2,88.0
2018,M,15_49,d|N10,2,65.0,2,2,85.0
2018,M,15_49,d|N11,3,121.0,3,3,104.0
2018,M,15_49,d|N12,1,34.0,1,1,41.0
2018,M,15_49,d|Q21,1,30.0,1,1,45.0
2018,M,15_49,d|Q23,1,52.0,1,1,23.0
2018,M,15_49,d|R96,1,28.0,1,1,47.0
2018,M,15_49,d|R99,51,1783.0,51,51,2042.0
2018,M,15_49,d|S01,1,32.0,1,1,43.0
2018,M,15_49,d|S02,23,936.0,23,23,789.0
2018,M,15_49,d|S06,18,662.0,18,18,688.0
2018,M,15_49,d|S07,3,138.0,3,3,87.0
2018,M,15_49,d|S11,2,75.0,2,2,75.0
2018,M,15_49,d|S12,1,28.0,1,1,47.0
2018,M,15_49,d|S14,1,52.0,1,1,23.0
2018,M,15_49,d|S15,6,231.0,6,6,219.0
2018,M,15_49,d|S19,2,79.0,2,2,71.0
2018,M,15_49,d|S21,4,140.0,4,4,160.0
2018,M,15_49,d|S22,1,33.0,1,1,42.0
2018,M,15_49,d|S23,1,43.0,1,1,32.0
2018,M,15_49,d|S24,1,28.0,1,1,47.0
2018,M,15_49,d|S25,5,201.0,5,5,174.0
2018,M,15_49,d|S26,3,130.0,3,3,95.0
2018,M,15_49,d|S27,3,105.0,3,3,120.0
2018,M,15_49,d|S29,1,28.0,1,1,47.0
2018,M,15_49,d|S31,1,49.0,1,1,26.0
2018,M,15_49,d|S36,8,293.0,8,8,307.0
2018,M,15_49,d|S51,2,98.0,2,2,52.0
2018,M,15_49,d|S55,3,113.0,3,3,112.0
2018,M,15_49,d|S75,2,66.0,2,2,84.0
2018,M,15_49,d|S82,1,29.0,1,1,46.0
2018,M,15_49,d|T01,4,123.0,4,4,177.0
2018,M,15_49,d|T02,4,164.0,4,4,136.0
2018,M,15_49,d|T05,1,42.0,1,1,33.0
2018,M,15_49,d|T06,37,1577.0,37,37,1198.0
2018,M,15_49,d|T17,12,435.0,12,12,465.0
2018,M,15_49,d|T29,3,102.0,3,3,123.0
2018,M,15_49,d|T36,1,33.0,1,1,42.0
2018,M,15_49,d|T40,6,224.0,6,6,226.0
2018,M,15_49,d|T42,1,43.0,1,1,32.0
2018,M,15_49,d|T51,38,1371.0,38,38,1479.0
2018,M,15_49,d|T52,2,82.0,2,2,68.0
2018,M,15_49,d|T58,9,355.0,9,9,320.0
2018,M,15_49,d|T65,27,1009.0,27,27,1016.0
2018,M,15_49,d|T68,8,250.0,8,8,350.0
2018,M,15_49,d|T69,2,70.0,2,2,80.0
2018,M,15_49,d|T71,79,3206.0,79,79,2719.0
2018,M,15_49,d|T75,29,1135.0,29,29,1040.0
2018,M,15_49,d|T82,1,29.0,1,1,46.0
2018,M,15_49,d|T90,2,86.0,2,2,64.0
2018,M,15_49,d|T91,2,83.0,2,2,67.0
2018,M,50_69,d|A15,13,232.0,13,13,743.0
2018,M,50_69,d|A16,1,17.0,1,1,58.0
2018,M,50_69,d|A49,1,8.0,1,1,67.0
2018,M,50_69,d|A84,1,12.0,1,1,63.0
2018,M,50_69,d|B18,4,76.0,4,4,224.0
2018,M,50_69,d|B20,2,46.0,2,2,104.0
2018,M,50_69,d|C02,2,27.0,2,2,123.0
2018,M,50_69,d|C03,1,12.0,1,1,63.0
2018,M,50_69,d|C04,4,47.0,4,4,253.0
2018,M,50_69,d|C05,2,27.0,2,2,123.0
2018,M,50_69,d|C09,1,10.0,1,1,65.0
2018,M,50_69,d|C10,9,121.0,9,9,554.0
2018,M,50_69,d|C13,7,85.0,7,7,440.0
2018,M,50_69,d|C15,22,286.0,22,22,1364.0
2018,M,50_69,d|C16,45,543.0,45,45,2832.0
2018,M,50_69,d|C18,10,118.0,10,10,632.0
2018,M,50_69,d|C19,8,76.0,8,8,524.0
2018,M,50_69,d|C20,10,132.0,10,10,618.0
2018,M,50_69,d|C21,2,33.0,2,2,117.0
2018,M,50_69,d|C22,25,304.0,25,25,1571.0
2018,M,50_69,d|C23,1,11.0,1,1,64.0
2018,M,50_69,d|C24,2,21.0,2,2,129.0
2018,M,50_69,d|C25,19,271.0,19,19,1154.0
2018,M,50_69,d|C30,2,32.0,2,2,118.0
2018,M,50_69,d|C32,12,173.0,12,12,727.0
2018,M,50_69,d|C34,146,1825.0,146,146,9125.0
2018,M,50_69,d|C37,1,11.0,1,1,64.0
2018,M,50_69,d|C38,1,13.0,1,1,62.0
2018,M,50_69,d|C41,1,21.0,1,1,54.0
2018,M,50_69,d|C43,3,54.0,3,3,171.0
2018,M,50_69,d|C44,1,18.0,1,1,57.0
2018,M,50_69,d|C49,6,53.0,6,6,397.0
2018,M,50_69,d|C50,1,21.0,1,1,54.0
2018,M,50_69,d|C54,1,6.0,1,1,69.0
2018,M,50_69,d|C60,1,15.0,1,1,60.0
2018,M,50_69,d|C61,17,200.0,17,17,1075.0
2018,M,50_69,d|C62,1,20.0,1,1,55.0
2018,M,50_69,d|C64,12,168.0,12,12,732.0
2018,M,50_69,d|C65,1,18.0,1,1,57.0
2018,M,50_69,d|C66,1,15.0,1,1,60.0
2018,M,50_69,d|C67,10,129.0,10,10,621.0
2018,M,50_69,d|C68,1,11.0,1,1,64.0
2018,M,50_69,d|C71,6,86.0,6,6,364.0
2018,M,50_69,d|C73,1,8.0,1,1,67.0
2018,M,50_69,d|C74,3,51.0,3,3,174.0
2018,M,50_69,d|C77,2,25.0,2,2,125.0
2018,M,50_69,d|C80,2,33.0,2,2,117.0
2018,M,50_69,d|C82,1,11.0,1,1,64.0
2018,M,50_69,d|C83,2,32.0,2,2,118.0
2018,M,50_69,d|C85,2,24.0,2,2,126.0
2018,M,50_69,d|C88,1,24.0,1,1,51.0
2018,M,50_69,d|C90,3,38.0,3,3,187.0
2018,M,50_69,d|C92,2,31.0,2,2,119.0
2018,M,50_69,d|C94,3,27.0,3,3,198.0
2018,M,50_69,d|C97,7,75.0,7,7,450.0
2018,M,50_69,d|D18,1,19.0,1,1,56.0
2018,M,50_69,d|D32,2,26.0,2,2,124.0
2018,M,50_69,d|D37,1,13.0,1,1,62.0
2018,M,50_69,d|D38,1,9.0,1,1,66.0
2018,M,50_69,d|D43,2,16.0,2,2,134.0
2018,M,50_69,d|D44,1,8.0,1,1,67.0
2018,M,50_69,d|D47,1,10.0,1,1,65.0
2018,M,50_69,d|D61,1,6.0,1,1,69.0
2018,M,50_69,d|E05,1,15.0,1,1,60.0
2018,M,50_69,d|E10,4,64.0,4,4,236.0
2018,M,50_69,d|E11,33,385.0,33,33,2090.0
2018,M,50_69,d|E66,3,47.0,3,3,178.0
2018,M,50_69,d|F01,4,46.0,4,4,254.0
2018,M,50_69,d|F10,5,101.0,5,5,274.0
2018,M,50_69,d|G00,1,12.0,1,1,63.0
2018,M,50_69,d|G06,1,14.0,1,1,61.0
2018,M,50_69,d|G12,1,20.0,1,1,55.0
2018,M,50_69,d|G20,4,29.0,4,4,271.0
2018,M,50_69,d|G31,27,384.0,27,27,1641.0
2018,M,50_69,d|G91,1,12.0,1,1,63.0
2018,M,50_69,d|G93,47,575.0,47,47,2950.0
2018,M,50_69,d|G96,2,41.0,2,2,109.0
2018,M,50_69,d|I11,5,72.0,5,5,303.0
2018,M,50_69,d|I13,1,18.0,1,1,57.0
2018,M,50_69,d|I21,90,1313.0,90,90,5437.0
2018,M,50_69,d|I22,34,506.0,34,34,2044.0
2018,M,50_69,d|I25,119,1439.0,119,119,7486.0
2018,M,50_69,d|I30,1,15.0,1,1,60.0
2018,M,50_69,d|I33,1,6.0,1,1,69.0
2018,M,50_69,d|I34,1,11.0,1,1,64.0
2018,M,50_69,d|I35,7,87.0,7,7,438.0
2018,M,50_69,d|I40,1,21.0,1,1,54.0
2018,M,50_69,d|I42,32,448.0,32,32,1952.0
2018,M,50_69,d|I46,44,698.0,44,44,2602.0
2018,M,50_69,d|I51,2,24.0,2,2,126.0
2018,M,50_69,d|I60,10,141.0,10,10,609.0
2018,M,50_69,d|I61,60,871.0,60,60,3629.0
2018,M,50_69,d|I62,2,23.0,2,2,127.0
2018,M,50_69,d|I63,68,956.0,68,68,4144.0
2018,M,50_69,d|I67,1,8.0,1,1,67.0
2018,M,50_69,d|I69,32,352.0,32,32,2048.0
2018,M,50_69,d|I70,23,270.0,23,23,1455.0
2018,M,50_69,d|I71,17,218.0,17,17,1057.0
2018,M,50_69,d|I74,2,16.0,2,2,134.0
2018,M,50_69,d|I80,22,312.0,22,22,1338.0
2018,M,50_69,d|I82,1,19.0,1,1,56.0
2018,M,50_69,d|I83,2,30.0,2,2,120.0
2018,M,50_69,d|J15,1,19.0,1,1,56.0
2018,M,50_69,d|J18,33,508.0,33,33,1967.0
2018,M,50_69,d|J44,33,379.0,33,33,2096.0
2018,M,50_69,d|J45,1,7.0,1,1,68.0
2018,M,50_69,d|J84,1,14.0,1,1,61.0
2018,M,50_69,d|J85,10,146.0,10,10,604.0
2018,M,50_69,d|J86,1,6.0,1,1,69.0
2018,M,50_69,d|K11,1,21.0,1,1,54.0
2018,M,50_69,d|K20,1,6.0,1,1,69.0
2018,M,50_69,d|K22,4,71.0,4,4,229.0
2018,M,50_69,d|K25,12,155.0,12,12,745.0
2018,M,50_69,d|K26,3,32.0,3,3,193.0
2018,M,50_69,d|K35,1,23.0,1,1,52.0
2018,M,50_69,d|K40,1,14.0,1,1,61.0
2018,M,50_69,d|K42,1,11.0,1,1,64.0
2018,M,50_69,d|K43,1,18.0,1,1,57.0
2018,M,50_69,d|K51,2,36.0,2,2,114.0
2018,M,50_69,d|K55,19,303.0,19,19,1122.0
2018,M,50_69,d|K56,4,48.0,4,4,252.0
2018,M,50_69,d|K57,1,20.0,1,1,55.0
2018,M,50_69,d|K61,1,20.0,1,1,55.0
2018,M,50_69,d|K70,15,216.0,15,15,909.0
2018,M,50_69,d|K71,9,144.0,9,9,531.0
2018,M,50_69,d|K74,64,1038.0,64,64,3762.0
2018,M,50_69,d|K76,5,80.0,5,5,295.0
2018,M,50_69,d|K80,2,21.0,2,2,129.0
2018,M,50_69,d|K85,28,447.0,28,28,1653.0
2018,M,50_69,d|K86,5,70.0,5,5,305.0
2018,M,50_69,d|L03,2,25.0,2,2,125.0
2018,M,50_69,d|M05,1,8.0,1,1,67.0
2018,M,50_69,d|M10,2,27.0,2,2,123.0
2018,M,50_69,d|M46,1,7.0,1,1,68.0
2018,M,50_69,d|M51,1,17.0,1,1,58.0
2018,M,50_69,d|M86,4,51.0,4,4,249.0
2018,M,50_69,d|N05,1,11.0,1,1,64.0
2018,M,50_69,d|N10,1,11.0,1,1,64.0
2018,M,50_69,d|N11,14,172.0,14,14,878.0
2018,M,50_69,d|N13,3,28.0,3,3,197.0
2018,M,50_69,d|N20,3,20.0,3,3,205.0
2018,M,50_69,d|N26,6,72.0,6,6,378.0
2018,M,50_69,d|N40,2,14.0,2,2,136.0
2018,M,50_69,d|R96,1,21.0,1,1,54.0
2018,M,50_69,d|R99,53,811.0,53,53,3164.0
2018,M,50_69,d|S01,1,18.0,1,1,57.0
2018,M,50_69,d|S02,20,344.0,20,20,1156.0
2018,M,50_69,d|S06,20,322.0,20,20,1178.0
2018,M,50_69,d|S15,2,37.0,2,2,113.0
2018,M,50_69,d|S21,1,25.0,1,1,50.0
2018,M,50_69,d|S22,1,8.0,1,1,67.0
2018,M,50_69,d|S25,2,43.0,2,2,107.0
2018,M,50_69,d|S26,3,36.0,3,3,189.0
2018,M,50_69,d|S36,3,54.0,3,3,171.0
2018,M,50_69,d|S37,1,20.0,1,1,55.0
2018,M,50_69,d|S82,1,12.0,1,1,63.0
2018,M,50_69,d|T02,1,11.0,1,1,64.0
2018,M,50_69,d|T06,13,223.0,13,13,752.0
2018,M,50_69,d|T17,10,138.0,10,10,612.0
2018,M,50_69,d|T29,2,31.0,2,2,119.0
2018,M,50_69,d|T34,1,17.0,1,1,58.0
2018,M,50_69,d|T51,43,716.0,43,43,2509.0
2018,M,50_69,d|T52,2,40.0,2,2,110.0
2018,M,50_69,d|T54,1,22.0,1,1,53.0
2018,M,50_69,d|T58,14,232.0,14,14,818.0
2018,M,50_69,d|T59,1,14.0,1,1,61.0
2018,M,50_69,d|T65,11,171.0,11,11,654.0
2018,M,50_69,d|T68,19,298.0,19,19,1127.0
2018,M,50_69,d|T71,30,495.0,30,30,1755.0
2018,M,50_69,d|T75,8,130.0,8,8,470.0
2018,M,50_69,d|T78,1,16.0,1,1,59.0
2018,M,50_69,d|T90,3,55.0,3,3,170.0
2018,M,50_69,d|T91,1,24.0,1,1,51.0
2018,M,5_14,d|C91,1,65.0,1,1,10.0
2018,M,5_14,d|G00,1,67.0,1,1,8.0
2018,M,5_14,d|G31,1,66.0,1,1,9.0
2018,M,5_14,d|G71,1,61.0,1,1,14.0
2018,M,5_14,d|T06,1,61.0,1,1,14.0
2018,M,5_14,d|T75,2,124.0,2,2,26.0
2018,M,70P,d|A15,1,5.0,1,1,70.0
2018,M,70P,d|B18,1,0.0,0,1,75.0
2018,M,70P,d|C03,1,0.0,0,1,82.0
2018,M,70P,d|C04,1,0.0,0,1,90.0
2018,M,70P,d|C09,1,4.0,1,1,71.0
2018,M,70P,d|C13,3,4.0,2,3,222.0
2018,M,70P,d|C15,6,4.0,1,6,475.0
2018,M,70P,d|C16,19,25.0,7,19,1460.0
2018,M,70P,d|C18,12,22.0,5,12,916.0
2018,M,70P,d|C19,1,2.0,1,1,73.0
2018,M,70P,d|C20,4,4.0,1,4,307.0
2018,M,70P,d|C21,6,9.0,3,6,454.0
2018,M,70P,d|C22,6,3.0,1,6,462.0
2018,M,70P,d|C25,9,14.0,4,9,681.0
2018,M,70P,d|C32,4,10.0,2,4,302.0
2018,M,70P,d|C34,63,113.0,33,63,4745.0
2018,M,70P,d|C43,2,2.0,1,2,150.0
2018,M,70P,d|C45,1,5.0,1,1,70.0
2018,M,70P,d|C48,2,3.0,1,2,151.0
2018,M,70P,d|C49,1,5.0,1,1,70.0
2018,M,70P,d|C61,22,21.0,8,22,1694.0
2018,M,70P,d|C63,1,2.0,1,1,73.0
2018,M,70P,d|C64,3,5.0,2,3,224.0
2018,M,70P,d|C65,1,0.0,0,1,83.0
2018,M,70P,d|C67,7,11.0,3,7,524.0
2018,M,70P,d|C69,1,0.0,0,1,78.0
2018,M,70P,d|C71,3,3.0,1,3,230.0
2018,M,70P,d|C76,1,0.0,0,1,78.0
2018,M,70P,d|C82,1,0.0,0,1,81.0
2018,M,70P,d|C90,1,0.0,0,1,79.0
2018,M,70P,d|C91,3,5.0,1,3,221.0
2018,M,70P,d|C92,2,1.0,1,2,161.0
2018,M,70P,d|C97,2,5.0,1,2,145.0
2018,M,70P,d|D43,1,3.0,1,1,72.0
2018,M,70P,d|D45,1,0.0,0,1,75.0
2018,M,70P,d|D46,1,4.0,1,1,71.0
2018,M,70P,d|E10,1,4.0,1,1,71.0
2018,M,70P,d|E11,20,30.0,9,20,1528.0
2018,M,70P,d|E51,1,1.0,1,1,74.0
2018,M,70P,d|F01,10,10.0,4,10,766.0
2018,M,70P,d|F03,1,0.0,0,1,87.0
2018,M,70P,d|F10,2,1.0,1,2,160.0
2018,M,70P,d|G20,3,3.0,1,3,233.0
2018,M,70P,d|G21,1,0.0,0,1,76.0
2018,M,70P,d|G30,1,0.0,0,1,89.0
2018,M,70P,d|G31,71,48.0,14,71,5723.0
2018,M,70P,d|G35,1,0.0,0,1,77.0
2018,M,70P,d|G61,1,0.0,0,1,81.0
2018,M,70P,d|G62,1,5.0,1,1,70.0
2018,M,70P,d|G93,69,60.0,18,69,5427.0
2018,M,70P,d|H60,1,0.0,0,1,86.0
2018,M,70P,d|I11,1,0.0,0,1,78.0
2018,M,70P,d|I21,23,42.0,12,23,1761.0
2018,M,70P,d|I22,17,27.0,7,17,1315.0
2018,M,70P,d|I25,104,132.0,40,104,8096.0
2018,M,70P,d|I31,1,0.0,0,1,75.0
2018,M,70P,d|I34,4,0.0,0,4,323.0
2018,M,70P,d|I35,7,0.0,0,7,576.0
2018,M,70P,d|I42,7,18.0,5,7,529.0
2018,M,70P,d|I46,5,5.0,2,5,378.0
2018,M,70P,d|I49,1,0.0,0,1,78.0
2018,M,70P,d|I51,3,4.0,1,3,235.0
2018,M,70P,d|I60,2,0.0,0,2,151.0
2018,M,70P,d|I61,14,23.0,6,14,1057.0
2018,M,70P,d|I63,45,55.0,15,45,3524.0
2018,M,70P,d|I67,3,5.0,1,3,246.0
2018,M,70P,d|I69,22,17.0,4,22,1748.0
2018,M,70P,d|I70,22,20.0,6,22,1743.0
2018,M,70P,d|I71,8,17.0,6,8,608.0
2018,M,70P,d|I74,1,4.0,1,1,71.0
2018,M,70P,d|I80,31,30.0,9,31,2419.0
2018,M,70P,d|I82,2,0.0,0,2,160.0
2018,M,70P,d|I83,1,3.0,1,1,72.0
2018,M,70P,d|J15,1,0.0,0,1,76.0
2018,M,70P,d|J18,15,22.0,8,15,1150.0
2018,M,70P,d|J43,1,0.0,0,1,79.0
2018,M,70P,d|J44,44,50.0,14,44,3415.0
2018,M,70P,d|J69,1,0.0,0,1,84.0
2018,M,70P,d|J84,1,2.0,1,1,73.0
2018,M,70P,d|J85,3,7.0,2,3,230.0
2018,M,70P,d|J93,1,0.0,0,1,81.0
2018,M,70P,d|K22,1,0.0,0,1,76.0
2018,M,70P,d|K25,3,5.0,1,3,247.0
2018,M,70P,d|K26,4,0.0,0,4,341.0
2018,M,70P,d|K50,1,0.0,0,1,77.0
2018,M,70P,d|K55,20,11.0,3,20,1584.0
2018,M,70P,d|K56,3,6.0,2,3,224.0
2018,M,70P,d|K74,14,28.0,11,14,1034.0
2018,M,70P,d|K80,4,1.0,1,4,322.0
2018,M,70P,d|K81,1,0.0,0,1,79.0
2018,M,70P,d|K83,1,0.0,0,1,90.0
2018,M,70P,d|K85,9,21.0,6,9,676.0
2018,M,70P,d|K86,1,0.0,0,1,77.0
2018,M,70P,d|L08,1,4.0,1,1,71.0
2018,M,70P,d|M10,1,0.0,0,1,78.0
2018,M,70P,d|M50,1,4.0,1,1,71.0
2018,M,70P,d|N11,25,39.0,10,25,1956.0
2018,M,70P,d|N13,5,7.0,2,5,392.0
2018,M,70P,d|N15,1,3.0,1,1,72.0
2018,M,70P,d|N20,4,5.0,1,4,331.0
2018,M,70P,d|N21,1,0.0,0,1,86.0
2018,M,70P,d|N26,6,10.0,2,6,477.0
2018,M,70P,d|N28,6,3.0,1,6,489.0
2018,M,70P,d|N30,1,0.0,0,1,80.0
2018,M,70P,d|N40,3,0.0,0,3,249.0
2018,M,70P,d|N48,1,0.0,0,1,83.0
2018,M,70P,d|R54,4,0.0,0,4,367.0
2018,M,70P,d|R99,11,20.0,6,11,832.0
2018,M,70P,d|S02,2,0.0,0,2,158.0
2018,M,70P,d|S06,2,8.0,2,2,142.0
2018,M,70P,d|S22,3,13.0,3,3,212.0
2018,M,70P,d|S72,5,5.0,1,5,392.0
2018,M,70P,d|T06,4,9.0,2,4,295.0
2018,M,70P,d|T17,3,6.0,2,3,223.0
2018,M,70P,d|T34,1,0.0,0,1,76.0
2018,M,70P,d|T35,1,4.0,1,1,71.0
2018,M,70P,d|T51,4,18.0,4,4,282.0
2018,M,70P,d|T68,3,5.0,1,3,240.0
2018,M,70P,d|T69,1,4.0,1,1,71.0
2018,M,70P,d|T71,7,10.0,4,7,531.0
2018,M,70P,d|T75,3,6.0,2,3,221.0
2018,M,70P,d|T84,1,0.0,0,1,85.0
2018,M,70P,d|T90,1,0.0,0,1,75.0
2019,F,0_4,d|C52,1,72.0,1,1,3.0
2019,F,0_4,d|G91,1,74.0,1,1,1.0
2019,F,0_4,d|G96,1,74.0,1,1,1.0
2019,F,0_4,d|J18,2,149.0,2,2,1.0
2019,F,0_4,d|P22,1,75.0,1,1,0.0
2019,F,0_4,d|P36,3,225.0,3,3,0.0
2019,F,0_4,d|P52,3,225.0,3,3,0.0
2019,F,0_4,d|T17,1,75.0,1,1,0.0
2019,F,0_4,d|T71,1,75.0,1,1,0.0
2019,F,15_49,d|A15,10,372.0,10,10,378.0
2019,F,15_49,d|A32,1,39.0,1,1,36.0
2019,F,15_49,d|B18,1,34.0,1,1,41.0
2019,F,15_49,d|B20,4,151.0,4,4,149.0
2019,F,15_49,d|B23,1,37.0,1,1,38.0
2019,F,15_49,d|C13,1,35.0,1,1,40.0
2019,F,15_49,d|C15,1,39.0,1,1,36.0
2019,F,15_49,d|C16,2,61.0,2,2,89.0
2019,F,15_49,d|C18,4,157.0,4,4,143.0
2019,F,15_49,d|C21,2,66.0,2,2,84.0
2019,F,15_49,d|C24,1,26.0,1,1,49.0
2019,F,15_49,d|C25,2,58.0,2,2,92.0
2019,F,15_49,d|C34,3,83.0,3,3,142.0
2019,F,15_49,d|C43,3,93.0,3,3,132.0
2019,F,15_49,d|C49,1,60.0,1,1,15.0
2019,F,15_49,d|C50,4,121.0,4,4,179.0
2019,F,15_49,d|C51,1,33.0,1,1,42.0
2019,F,15_49,d|C53,10,329.0,10,10,421.0
2019,F,15_49,d|C54,3,91.0,3,3,134.0
2019,F,15_49,d|C56,4,119.0,4,4,181.0
2019,F,15_49,d|C64,1,31.0,1,1,44.0
2019,F,15_49,d|C71,1,43.0,1,1,32.0
2019,F,15_49,d|C79,1,32.0,1,1,43.0
2019,F,15_49,d|C83,1,26.0,1,1,49.0
2019,F,15_49,d|C92,1,29.0,1,1,46.0
2019,F,15_49,d|C93,1,27.0,1,1,48.0
2019,F,15_49,d|D43,1,30.0,1,1,45.0
2019,F,15_49,d|D61,1,32.0,1,1,43.0
2019,F,15_49,d|E10,1,31.0,1,1,44.0
2019,F,15_49,d|E11,2,61.0,2,2,89.0
2019,F,15_49,d|E75,1,41.0,1,1,34.0
2019,F,15_49,d|E78,1,43.0,1,1,32.0
2019,F,15_49,d|F10,1,30.0,1,1,45.0
2019,F,15_49,d|G00,1,33.0,1,1,42.0
2019,F,15_49,d|G04,1,31.0,1,1,44.0
2019,F,15_49,d|G31,2,58.0,2,2,92.0
2019,F,15_49,d|G71,1,48.0,1,1,27.0
2019,F,15_49,d|G93,1,26.0,1,1,49.0
2019,F,15_49,d|I21,2,54.0,2,2,96.0
2019,F,15_49,d|I22,1,30.0,1,1,45.0
2019,F,15_49,d|I25,1,39.0,1,1,36.0
2019,F,15_49,d|I33,2,77.0,2,2,73.0
2019,F,15_49,d|I35,1,35.0,1,1,40.0
2019,F,15_49,d|I40,1,56.0,1,1,19.0
2019,F,15_49,d|I42,1,30.0,1,1,45.0
2019,F,15_49,d|I46,4,126.0,4,4,174.0
2019,F,15_49,d|I60,2,58.0,2,2,92.0
2019,F,15_49,d|I61,3,102.0,3,3,123.0
2019,F,15_49,d|I63,1,36.0,1,1,39.0
2019,F,15_49,d|I69,1,27.0,1,1,48.0
2019,F,15_49,d|I70,1,27.0,1,1,48.0
2019,F,15_49,d|I80,2,58.0,2,2,92.0
2019,F,15_49,d|J09,1,28.0,1,1,47.0
2019,F,15_49,d|J15,1,31.0,1,1,44.0
2019,F,15_49,d|J18,14,489.0,14,14,561.0
2019,F,15_49,d|J38,1,30.0,1,1,45.0
2019,F,15_49,d|J85,2,71.0,2,2,79.0
2019,F,15_49,d|K12,1,39.0,1,1,36.0
2019,F,15_49,d|K22,2,56.0,2,2,94.0
2019,F,15_49,d|K26,1,32.0,1,1,43.0
2019,F,15_49,d|K55,2,63.0,2,2,87.0
2019,F,15_49,d|K56,1,32.0,1,1,43.0
2019,F,15_49,d|K66,1,31.0,1,1,44.0
2019,F,15_49,d|K70,7,216.0,7,7,309.0
2019,F,15_49,d|K73,1,35.0,1,1,40.0
2019,F,15_49,d|K74,35,1138.0,35,35,1487.0
2019,F,15_49,d|K76,2,70.0,2,2,80.0
2019,F,15_49,d|K85,4,136.0,4,4,164.0
2019,F,15_49,d|K86,1,36.0,1,1,39.0
2019,F,15_49,d|M32,2,72.0,2,2,78.0
2019,F,15_49,d|M46,1,34.0,1,1,41.0
2019,F,15_49,d|N11,2,60.0,2,2,90.0
2019,F,15_49,d|N20,2,69.0,2,2,81.0
2019,F,15_49,d|N26,1,29.0,1,1,46.0
2019,F,15_49,d|N28,1,28.0,1,1,47.0
2019,F,15_49,d|O00,1,40.0,1,1,35.0
2019,F,15_49,d|O99,2,80.0,2,2,70.0
2019,F,15_49,d|Q24,1,35.0,1,1,40.0
2019,F,15_49,d|R99,5,181.0,5,5,194.0
2019,F,15_49,d|S02,1,36.0,1,1,39.0
2019,F,15_49,d|S06,4,169.0,4,4,131.0
2019,F,15_49,d|S22,1,27.0,1,1,48.0
2019,F,15_49,d|S25,2,71.0,2,2,79.0
2019,F,15_49,d|S27,1,54.0,1,1,21.0
2019,F,15_49,d|S36,2,114.0,2,2,36.0
2019,F,15_49,d|T00,1,37.0,1,1,38.0
2019,F,15_49,d|T01,1,26.0,1,1,49.0
2019,F,15_49,d|T02,1,43.0,1,1,32.0
2019,F,15_49,d|T06,11,444.0,11,11,381.0
2019,F,15_49,d|T17,3,90.0,3,3,135.0
2019,F,15_49,d|T31,2,94.0,2,2,56.0
2019,F,15_49,d|T40,1,28.0,1,1,47.0
2019,F,15_49,d|T42,3,105.0,3,3,120.0
2019,F,15_49,d|T51,12,413.0,12,12,487.0
2019,F,15_49,d|T54,1,27.0,1,1,48.0
2019,F,15_49,d|T58,2,65.0,2,2,85.0
2019,F,15_49,d|T65,5,216.0,5,5,159.0
2019,F,15_49,d|T68,1,36.0,1,1,39.0
2019,F,15_49,d|T71,3,124.0,3,3,101.0
2019,F,15_49,d|T75,1,39.0,1,1,36.0
2019,F,50_69,d|A15,4,70.0,4,4,230.0
2019,F,50_69,d|A16,1,18.0,1,1,57.0
2019,F,50_69,d|B27,1,16.0,1,1,59.0
2019,F,50_69,d|C01,1,20.0,1,1,55.0
2019,F,50_69,d|C02,1,18.0,1,1,57.0
2019,F,50_69,d|C03,1,12.0,1,1,63.0
2019,F,50_69,d|C05,1,11.0,1,1,64.0
2019,F,50_69,d|C06,2,16.0,2,2,134.0
2019,F,50_69,d|C08,1,6.0,1,1,69.0
2019,F,50_69,d|C10,7,108.0,7,7,417.0
2019,F,50_69,d|C13,1,8.0,1,1,67.0
2019,F,50_69,d|C15,7,113.0,7,7,412.0
2019,F,50_69,d|C16,19,228.0,19,19,1197.0
2019,F,50_69,d|C17,3,39.0,3,3,186.0
2019,F,50_69,d|C18,22,250.0,22,22,1400.0
2019,F,50_69,d|C19,1,7.0,1,1,68.0
2019,F,50_69,d|C20,12,103.0,12,12,797.0
2019,F,50_69,d|C21,3,47.0,3,3,178.0
2019,F,50_69,d|C22,10,151.0,10,10,599.0
2019,F,50_69,d|C25,24,321.0,24,24,1479.0
2019,F,50_69,d|C34,31,410.0,31,31,1915.0
2019,F,50_69,d|C43,2,27.0,2,2,123.0
2019,F,50_69,d|C48,4,58.0,4,4,242.0
2019,F,50_69,d|C50,44,579.0,44,44,2721.0
2019,F,50_69,d|C51,3,39.0,3,3,186.0
2019,F,50_69,d|C52,1,18.0,1,1,57.0
2019,F,50_69,d|C53,8,123.0,8,8,477.0
2019,F,50_69,d|C54,12,176.0,12,12,724.0
2019,F,50_69,d|C56,12,172.0,12,12,728.0
2019,F,50_69,d|C57,1,19.0,1,1,56.0
2019,F,50_69,d|C64,2,13.0,2,2,137.0
2019,F,50_69,d|C67,2,22.0,2,2,128.0
2019,F,50_69,d|C71,6,79.0,6,6,371.0
2019,F,50_69,d|C73,3,35.0,3,3,190.0
2019,F,50_69,d|C77,1,24.0,1,1,51.0
2019,F,50_69,d|C85,1,14.0,1,1,61.0
